GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, G(x), G(y), G(z), G(calibrated),Acceleration Sensor(Total)(g),Acceleration Sensor(Y axis)(g),Acceleration Sensor(X axis)(g),Acceleration Sensor(Z axis)(g),Average trip speed(whilst stopped or moving)(km/h),Air Fuel Ratio(Measured)(:1),Barometer (on Android device)(mb),Distance to empty (Estimated)(km),Distance travelled with MIL/CEL lit(km),Engine Coolant Temperature(캜),Engine Load(%),Fuel Remaining (Calculated from vehicle profile)(%),Engine RPM(rpm),Fuel cost (trip)(cost),Fuel flow rate/hour(gal/hr),Fuel flow rate/minute(gal/min),Fuel used (trip)(gal),GPS Altitude(m),Fuel Trim Bank 1 Long Term(%),Fuel trim bank 1 sensor 2(%),GPS Accuracy(m),Fuel Trim Bank 1 Short Term(%),GPS Bearing(?,GPS vs OBD Speed difference(km/h),Voltage (Control Module)(V),Mass Air Flow Rate(g/s),Intake Air Temperature(캜),Intake Manifold Pressure(psi),O2 Sensor1 Equivalence Ratio(alternate),Trip Distance(km),Trip distance (stored in vehicle profile)(km),Engine kW (At the wheels)(kW),Horsepower (At the wheels)(hp),Kilometers Per Litre(Long Term Average)(kpl),Litres Per 100 Kilometer(Long Term Average)(l/100km),Miles Per Gallon(Long Term Average)(mpg),Torque(Nm),Trip Time(Since journey start)(s),Trip time(whilst moving)(s),Trip time(whilst stationary)(s),Speed (OBD)(km/h),Absolute Throttle Position B(%),Accelerator PedalPosition D(%),Accelerator PedalPosition E(%),Accelerator PedalPosition F(%),CO? in g/km (Average)(g/km),Fuel Level (From Engine ECU)(%),Relative Throttle Position(%),Relative Accelerator Pedal Position(%),Throttle Position(Manifold)(%)
Mon Mar 03 11:31:52 EST 2014,03-Mar-2014 11:31:52.660,-79.94604938,40.44376656,0.0,4.0,231.0,0.0,-10.11,-0.41,-0.82,0.05,-0,-0.04,-0.99,-0.18,0,-,994.35,-807.72,-,89,32.55,-100.26,728.75,0.03,0.27,0,0.01,231,10.16,-,4,-3.12,0,0,-,3.32,11,-,-,-,1531.08,-,-,12.59,7.94,35.56,-,0,0,0,0,-,-,-,-,-,-,-,-,17.65
Mon Mar 03 11:31:54 EST 2014,03-Mar-2014 11:31:54.663,-79.94604923,40.44376644,0.0,3.0,231.0,0.0,-9.47,-0.4,-0.36,-0.01,0.04,-0.04,-1.03,-0.18,0,-,994.44,-807.73,-,89,32.16,-100.26,700.25,0.03,0.27,0,0.01,231,10.16,-,3,-0.78,0,0,-,3.37,11,-,-,-,1531.08,-,-,12.59,7.94,35.56,-,0,0,0,0,-,-,-,-,-,-,-,-,17.65
Mon Mar 03 11:31:56 EST 2014,03-Mar-2014 11:31:56.679,-79.9460491,40.44376637,0.0,3.0,231.0,0.0,-9.89,-0.32,-0.93,0.03,-0.06,-0.03,-0.94,-0.13,0,-,994.44,-807.73,-,89,32.55,-100.26,700.75,0.03,0.27,0,0.01,231,10.16,-,3,0,0,0,-,3.32,11,-,-,-,1531.08,-,-,12.59,7.94,35.56,-,0,0,0,0,-,-,-,-,-,-,-,-,17.65
Mon Mar 03 11:31:58 EST 2014,03-Mar-2014 11:31:58.708,-79.94604901,40.44376634,0.0,3.0,231.0,0.0,-9.38,-0.15,-0.71,-0.02,-0.07,-0.02,-0.97,-0.15,0,-,994.41,-807.74,-,89,32.55,-100.26,704.5,0.03,0.27,0,0.01,231,10.16,-,3,-3.12,0,0,-,3.32,11,-,-,-,1531.08,-,-,12.59,7.94,35.56,-,0,0,0,0,-,-,-,-,-,-,-,-,17.65
Mon Mar 03 11:32:00 EST 2014,03-Mar-2014 11:32:00.644,-79.94604837,40.44376608,0.0,3.0,231.0,0.0,-9.77,-0.32,-1,0.02,-0.1,-0.02,-0.9,-0.12,0,-,994.4,-807.75,-,89,32.55,-100.26,694.25,0.03,0.27,0,0.01,231,10.16,-,3,0.78,0,0,-,3.37,11,-,-,-,1531.08,-,-,12.59,7.94,35.56,-,0,0,0,0,-,-,-,-,-,-,-,-,17.65
Mon Mar 03 11:32:02 EST 2014,03-Mar-2014 11:32:02.656,-79.94604802,40.4437659,0.0,3.0,231.0,0.0,-8.72,-0.14,-0.3,-0.09,-0.04,-0.03,-0.95,-0.14,0,-,994.4,-807.76,-,89,32.55,-100.26,698.75,0.03,0.27,0,0.01,231,10.16,-,3,-3.12,0,0,-,3.37,11,-,-,-,1531.08,-,-,12.59,7.94,35.56,-,0,0,0,0,-,-,-,-,-,-,-,-,17.65
Mon Mar 03 11:32:04 EST 2014,03-Mar-2014 11:32:04.732,-79.94604808,40.4437659,0.0,3.0,231.0,0.0,-9.96,-0.32,-0.95,0.04,0.01,-0.03,-1.02,-0.2,0,-,994.35,-807.77,-,89,32.55,-100.26,676,0.03,0.27,0,0.01,231,9.38,-,3,1.56,0,0,-,3.32,11,-,-,-,1531.08,-,-,12.59,7.94,35.56,-,0,0,0,0,-,-,-,-,-,-,-,-,17.65
Mon Mar 03 11:32:06 EST 2014,03-Mar-2014 11:32:06.844,-79.94604817,40.44376591,0.0,3.0,231.0,0.0,-9.92,-0.41,-0.45,0.03,-0,-0.04,-0.99,-0.17,0,-,994.43,-807.78,-,89,32.55,-100.26,691.25,0.04,0.27,0,0.01,231,10.16,-,3,-3.12,0,0,-,3.37,11,-,-,-,1531.08,-,-,12.59,7.94,35.56,-,0,0,0,0,-,-,-,-,-,-,-,-,17.65
Mon Mar 03 11:32:08 EST 2014,03-Mar-2014 11:32:08.917,-79.94604818,40.44376595,0.0,4.0,231.0,0.0,-9.56,-0.43,-0.44,-0,0,-0.03,-1,-0.18,0,-,994.41,-807.78,-,89,32.16,-100.26,734.5,0.04,0.27,0,0.01,231,9.38,-,4,1.56,0,0,-,3.32,11,-,-,-,1531.08,-,-,12.59,7.94,35.56,-,0,0,0,0,-,-,-,-,-,-,-,-,17.65
Mon Mar 03 11:32:10 EST 2014,03-Mar-2014 11:32:11.002,-79.94604818,40.44376594,0.0,3.0,231.0,0.0,-9.64,-0.17,-0.79,0.01,-0.04,-0.02,-0.96,-0.17,0,-,994.39,-807.79,-,89,32.94,-100.27,714.75,0.04,0.27,0,0.01,231,10.16,-,3,-2.34,0,0,-,3.32,11,-,-,-,1531.08,-,-,12.59,7.94,35.56,-,0,0,0,0,-,-,-,-,-,-,-,-,17.65
Mon Mar 03 11:32:12 EST 2014,03-Mar-2014 11:32:13.030,-79.94604805,40.4437659,0.0,3.0,231.0,0.0,-9.9,-0.35,-0.54,0.03,0.01,-0.04,-1.01,-0.15,0,-,994.44,-807.8,-,88,38.04,-100.27,759.5,0.04,0.32,0.01,0.01,231,9.38,-,3,1.56,0,0,-,3.98,11,-,-,-,1531.08,-,-,12.59,7.94,35.56,-,0,0,0,0,-,-,-,-,-,-,-,-,17.65
Mon Mar 03 11:32:14 EST 2014,03-Mar-2014 11:32:15.091,-79.94604894,40.44376541,0.25,4.0,231.0,0.0,-9.43,-0.33,-0.55,-0.02,0.01,-0.04,-1.01,-0.15,0,-,994.39,-807.81,-,88,40.39,-100.27,708,0.04,0.35,0.01,0.01,231,9.38,-,4,0.78,0,0,-,4.31,11,-,-,-,1531.08,-,-,12.59,7.94,35.56,-,0,0,0,0,-,-,-,-,-,-,-,-,17.65
Mon Mar 03 11:32:16 EST 2014,03-Mar-2014 11:32:17.038,-79.94604346,40.4437659,0.25,4.0,237.0,0.0,-8.94,-0.14,-0.31,-0.07,0.05,-0.04,-1.04,-0.2,0,-,994.34,-807.82,-,88,39.61,-100.27,708.75,0.04,0.36,0.01,0.01,237,9.38,-,4,-2.34,0,0.9,-,4.42,11,-,-,-,1531.08,-,-,12.59,7.94,35.56,-,0,0,0,0,-,-,-,-,-,-,-,-,17.65
Mon Mar 03 11:32:18 EST 2014,03-Mar-2014 11:32:19.024,-79.94604932,40.44375967,0.25,4.0,238.0,0.0,-10.57,-0.47,-0.78,0.1,0.07,-0.05,-1.07,-0.19,0,-,994.42,-807.83,-,88,39.61,-100.27,711,0.04,0.36,0.01,0.01,238,10.16,-,4,2.34,0,0.9,-,4.42,11,-,-,-,1531.08,-,-,12.59,7.94,35.56,-,0,0,0,0,-,-,-,-,-,-,-,-,17.65
Mon Mar 03 11:32:20 EST 2014,03-Mar-2014 11:32:21.118,-79.94606745,40.44375923,0.25,4.0,238.0,0.0,-9.94,-0.41,-0.66,0.04,-0.04,-0.03,-0.96,-0.17,0,-,994.41,-807.85,-,88,38.43,-100.27,735.5,0.04,0.36,0.01,0.01,238,10.16,-,4,2.34,0,1.8,-,4.42,11,-,-,-,1531.08,-,-,12.59,7.94,35.56,-,0,0,0,0,-,-,-,-,-,-,-,-,17.65
Mon Mar 03 11:32:22 EST 2014,03-Mar-2014 11:32:23.158,-79.9460598,40.4437581,0.0,4.0,237.0,0.0,-9.09,-0.15,-0.57,-0.05,-0.02,-0.03,-0.98,-0.17,0,-,994.42,-807.86,-,88,38.43,-100.27,768,0.04,0.35,0.01,0.01,237,8.59,-,4,1.56,0,0,-,4.37,10,-,-,-,1531.08,-,-,12.59,7.94,35.56,-,0,0,0,0,-,-,-,-,-,-,-,-,17.65
Mon Mar 03 11:32:24 EST 2014,03-Mar-2014 11:32:25.116,-79.94606091,40.4437596,0.0,5.0,236.0,0.0,-9.42,-0.44,-0.89,-0.02,0,-0.05,-0.99,-0.22,0,-,994.36,-807.87,-,88,43.92,-100.28,640.25,0.04,0.37,0.01,0.01,236,9.38,-,5,0,0,0,-,4.59,10,-,-,-,1531.08,-,-,12.59,7.94,35.56,-,0,0,0,0,-,-,-,-,-,-,-,-,17.65
Mon Mar 03 11:32:26 EST 2014,03-Mar-2014 11:32:27.070,-79.94605158,40.44376424,0.75,5.0,237.0,0.0,-9.31,-0.52,-1,-0.02,-0.06,-0.04,-0.93,-0.19,0,-,994.33,-807.88,-,88,39.22,-100.28,632.5,0.04,0.39,0.01,0.01,237,9.38,-,5,-2.34,0,0.9,-,4.81,10,-,-,-,1531.08,-,-,12.59,7.94,35.56,-,0,0,0,0,-,-,-,-,-,-,-,-,18.04
Mon Mar 03 11:32:28 EST 2014,03-Mar-2014 11:32:29.126,-79.94603006,40.44377709,1.25,4.0,237.0,55.6,-9.63,-0.31,-0.79,0,0.05,-0.03,-1.04,-0.17,0.05,-,994.4,-807.89,-,88,38.04,-100.28,785.75,0.04,0.37,0.01,0.01,237,8.59,-,4,-1.56,55.6,0.4,-,4.59,10,-,-,-,1531.08,0.86,1.15,12.59,7.94,35.56,10.39,0,0.98,0,4,-,-,-,-,-,-,-,-,18.04
Mon Mar 03 11:32:30 EST 2014,03-Mar-2014 11:32:31.163,-79.94599667,40.44379002,1.5,4.0,239.0,62.4,-9.37,-0.81,-0.46,-0.02,-0,-0.07,-0.99,-0.17,0.13,-,994.45,-807.9,-,88,35.29,-100.28,782.75,0.04,0.36,0.01,0.01,239,8.59,-,4,-0.78,62.4,1.5,-,4.42,10,-,-,0,1531.08,0.64,0.86,12.59,7.94,35.56,7.87,3,3.02,0,6,-,-,-,-,-,-,-,-,18.04
Mon Mar 03 11:32:32 EST 2014,03-Mar-2014 11:32:33.278,-79.94595225,40.44380499,2.0,4.0,240.0,66.6,-10.07,-0.56,-0.68,0.05,0.01,-0.1,-1,-0.19,0.22,-,994.45,-807.91,-,88,37.25,-100.28,812,0.04,0.39,0.01,0.01,240,9.38,-,4,0,66.6,0.7,-,4.87,10,-,-,0.01,1531.09,0.35,0.47,12.59,7.94,35.56,4.17,5,5.11,0,7,-,-,-,-,-,-,-,-,17.65
Mon Mar 03 11:32:34 EST 2014,03-Mar-2014 11:32:35.329,-79.94590948,40.44382435,2.0,4.0,240.0,58.4,-9.34,-0.77,-0.36,-0.02,-0.02,-0.1,-0.97,-0.17,0.3,-,994.37,-807.91,-,87,35.29,-100.28,754.25,0.05,0.31,0.01,0.01,240,10.16,-,4,-0.78,58.4,0.2,-,3.87,10,-,-,0.01,1531.09,0.35,0.47,12.59,7.94,35.56,4.17,7,7.17,0,7,-,-,-,-,-,-,-,-,17.65
Mon Mar 03 11:32:36 EST 2014,03-Mar-2014 11:32:37.324,-79.94587908,40.44384995,2.0,5.0,240.0,43.9,-9.65,-0.99,-0.44,0.01,-0.06,-0.1,-0.93,-0.15,0.38,-,994.44,-807.91,-,87,36.08,-100.28,705,0.05,0.3,0.01,0.01,240,8.59,-,5,1.56,43.9,1.2,-,3.76,10,-,-,0.01,1531.1,-,-,12.59,7.94,35.56,-,9,9.17,0,6,-,-,-,-,-,-,-,-,18.82
Mon Mar 03 11:32:38 EST 2014,03-Mar-2014 11:32:39.325,-79.94586619,40.4438834,1.75,7.0,239.0,24.1,-8.46,-0.43,-0.42,-0.12,0.02,-0.04,-1.02,-0.18,0.46,-,994.44,-807.92,-,87,36.47,-100.29,862,0.05,0.41,0.01,0.01,239,4.69,-,7,0.78,24.1,0.7,-,5.09,9,-,-,0.02,1531.1,0.38,0.5,12.59,7.94,35.56,4.17,11,11.16,0,7,-,-,-,-,-,-,-,-,18.04
Mon Mar 03 11:32:40 EST 2014,03-Mar-2014 11:32:41.353,-79.9458671,40.4439233,2.0,7.0,241.0,5.5,-8.85,-1.25,-1.24,-0.06,0.04,-0.06,-1.03,-0.16,0.56,-,994.41,-807.92,-,87,31.37,-100.29,882,0.05,0.34,0.01,0.01,241,3.91,-,7,3.12,5.5,2.7,-,4.26,9,-,-,0.02,1531.1,0.97,1.3,12.59,7.94,35.56,10.5,13,13.19,0,9,-,-,-,-,-,-,-,-,18.04
Mon Mar 03 11:32:42 EST 2014,03-Mar-2014 11:32:43.359,-79.94587488,40.44397124,2.0,7.0,244.0,359.7,-8.67,-0.07,-0.18,-0.1,-0.08,0.04,-0.92,-0.13,0.66,-,994.38,-807.93,-,87,31.37,-100.29,893.75,0.05,0.36,0.01,0.01,244,7.03,-,7,0.78,359.7,1.8,-,4.54,9,-,-,0.03,1531.11,0.97,1.3,12.59,7.94,35.56,10.5,15,15.2,0,9,-,-,-,-,-,-,-,-,17.65
Mon Mar 03 11:32:44 EST 2014,03-Mar-2014 11:32:45.466,-79.94588159,40.44402662,2.5,7.0,246.0,359.9,-8.76,0.94,-0.11,-0.08,-0.06,0.08,-0.93,-0.16,0.75,-,994.42,-807.94,-,87,34.12,-100.29,827.5,0.05,0.34,0.01,0.01,246,9.38,-,7,0,359.9,1,-,4.26,9,-,-,0.03,1531.11,-,-,12.59,7.94,35.56,-,17,17.31,0,8,-,-,-,-,-,-,-,-,17.65
Mon Mar 03 11:32:47 EST 2014,03-Mar-2014 11:32:47.439,-79.94587685,40.44407189,1.0,7.0,246.0,20.3,-9.8,0.34,-1.38,0.03,0.04,-0.02,-1.04,-0.2,0.82,-,994.43,-807.94,-,87,45.88,-100.29,730.75,0.05,0.34,0.01,0.01,246,10.16,-,8,-0.78,1.7,2,-,4.2,9,-,-,0.04,1531.12,-,-,12.59,7.94,35.56,-,19,19.54,0,7,-,-,-,-,-,-,-,-,20.39
Mon Mar 03 11:32:49 EST 2014,03-Mar-2014 11:32:49.559,-79.9458371,40.44407782,1.5,6.0,248.0,74.4,-11.42,-0.8,-1.8,0.2,0.01,-0.07,-1,-0.2,0.91,-,994.36,-807.95,-,87,45.1,-100.29,1041.25,0.05,0.57,0.01,0.01,248,7.81,-,6,2.34,74.4,4.4,-,7.03,10,-,-,0.04,1531.12,0.41,0.56,12.59,7.94,35.56,3.8,21,21.49,0,8,-,-,-,-,-,-,-,-,20
Mon Mar 03 11:32:51 EST 2014,03-Mar-2014 11:32:51.688,-79.94576842,40.44408131,2.75,6.0,249.0,82.3,-9.32,-0.48,-0.27,-0.03,0.08,-0.02,-1.07,-0.16,1.01,-,994.38,-807.96,-,87,31.76,-100.3,1044.25,0.05,0.48,0.01,0.01,249,4.69,-,6,-2.34,82.3,4.6,-,6.03,11,-,-,0.05,1531.13,1.06,1.43,12.59,7.94,35.56,9.73,23,23.58,0,10,-,-,-,-,-,-,-,-,18.04
Mon Mar 03 11:32:53 EST 2014,03-Mar-2014 11:32:53.828,-79.94569039,40.4440887,3.0,7.0,249.0,81.5,-9.64,0.07,-0.9,0.01,-0.04,-0.01,-0.96,-0.16,1.1,-,994.4,-807.97,-,86,33.73,-100.3,961.25,0.05,0.39,0.01,0.01,249,7.81,-,7,0,81.5,1.8,-,4.81,10,-,-,0.05,1531.13,1.06,1.43,12.59,7.94,35.56,9.73,25,25.65,0,9,-,-,-,-,-,-,-,-,19.61
Mon Mar 03 11:32:55 EST 2014,03-Mar-2014 11:32:55.823,-79.94561739,40.44408712,3.0,7.0,248.0,89.8,-9.26,-0.07,-0.96,-0.03,-0.05,-0.04,-0.94,-0.18,1.2,-,994.4,-807.98,-,86,38.04,-100.3,1079.75,0.05,0.5,0.01,0.01,248,5.47,-,7,-0.78,89.8,0.8,-,6.2,9,-,-,0.06,1531.14,0.53,0.71,12.59,7.94,35.56,4.69,27,27.7,0,10,-,-,-,-,-,-,-,-,20.39
Mon Mar 03 11:32:57 EST 2014,03-Mar-2014 11:32:57.888,-79.9455448,40.44407595,3.0,7.0,247.0,100.8,-9.66,-0.27,-0.65,0.01,0.01,-0.03,-1,-0.14,1.31,-,994.35,-807.99,-,86,30.2,-100.3,1119.75,0.06,0.49,0.01,0.01,247,6.25,-,7,-2.34,100.8,0.2,-,6.14,9,-,-,0.06,1531.14,0.57,0.76,12.59,7.94,35.56,4.86,29,29.74,0,11,-,-,-,-,-,-,-,-,17.65
Mon Mar 03 11:32:59 EST 2014,03-Mar-2014 11:32:59.896,-79.94546568,40.44406596,3.0,8.0,249.0,102.3,-9.33,-0.81,0.72,-0.02,0.02,-0.12,-1.01,-0.03,1.42,-,994.39,-808,-,86,30.59,-100.3,1047.25,0.06,0.42,0.01,0.01,249,4.69,-,8,2.34,102.3,0.2,-,5.2,9,-,-,0.07,1531.15,0.57,0.76,12.59,7.94,35.56,4.86,31,31.76,0,11,-,-,-,-,-,-,-,-,17.65
Mon Mar 03 11:33:01 EST 2014,03-Mar-2014 11:33:01.904,-79.94539461,40.44407254,3.0,9.0,248.0,88.6,-10.18,0.12,-1.19,0.06,0.03,-0.01,-1.03,-0.16,1.48,-,994.43,-808,-,86,32.94,-100.3,860.5,0.06,0.37,0.01,0.01,248,8.59,-,9,0,88.6,3.8,-,4.65,9,-,-,0.07,1531.16,-,-,12.59,7.94,35.55,-,33,33.74,0,7,-,-,-,-,-,-,-,-,17.65
Mon Mar 03 11:33:03 EST 2014,03-Mar-2014 11:33:03.869,-79.94534654,40.44409831,2.25,9.0,248.0,74.7,-9.94,0,-1.11,0.04,-0.04,0.01,-0.95,-0.2,1.54,-,994.44,-808.01,-,86,40.78,-100.31,781.75,0.06,0.32,0.01,0.02,248,8.59,-,9,-0.78,74.7,3.8,-,3.98,9,-,-,0.08,1531.16,-,-,12.59,7.94,35.55,-,35,35.76,0,7,-,-,-,-,-,-,-,-,20
Mon Mar 03 11:33:05 EST 2014,03-Mar-2014 11:33:05.815,-79.94530617,40.44411528,2.0,7.0,250.0,81.1,-10.05,-0.23,-0.59,0.05,0,-0.02,-1,-0.13,1.61,-,994.38,-808.02,-,86,32.16,-100.31,962.25,0.06,0.47,0.01,0.02,250,7.81,-,7,0.78,81.1,0.8,-,5.86,9,-,-,0.08,1531.16,0.44,0.59,12.59,7.95,35.55,4.37,37,37.73,0,8,-,-,-,-,-,-,-,-,17.65
Mon Mar 03 11:33:07 EST 2014,03-Mar-2014 11:33:07.816,-79.94526021,40.44412318,2.0,7.0,252.0,89.8,-9.46,-0.06,-0.2,-0.02,-0.17,0.01,-0.83,-0.12,1.66,-,994.4,-808.02,-,86,34.9,-100.31,762.25,0.06,0.33,0.01,0.02,252,10.16,-,7,-3.12,89.8,0.2,-,4.15,9,-,-,0.09,1531.17,0.44,0.59,12.59,7.95,35.55,4.37,39,39.67,0,7,-,-,-,-,-,-,-,-,17.65
Mon Mar 03 11:33:09 EST 2014,03-Mar-2014 11:33:09.825,-79.94521281,40.44411316,2.0,6.0,252.0,113.6,-9.63,-0.13,0.64,0,0,-0.02,-1,-0.07,1.71,-,994.43,-808.02,-,87,34.9,-100.31,726.5,0.06,0.31,0.01,0.02,252,10.16,-,6,0.78,113.6,1.2,-,3.87,9,-,-,0.09,1531.17,-,-,12.59,7.95,35.55,-,41,41.69,0,6,-,-,-,-,-,-,-,-,17.65
Mon Mar 03 11:33:11 EST 2014,03-Mar-2014 11:33:11.877,-79.94518778,40.44408517,2.0,5.0,254.0,154.0,-9.47,-0.74,1.21,-0,-0.04,-0.06,-0.96,0.01,1.73,-,994.41,-808.03,-,87,37.25,-100.31,683.75,0.06,0.31,0.01,0.02,254,9.38,-,5,0.78,154,3.2,-,3.87,9,-,-,0.09,1531.17,-,-,12.59,7.95,35.55,-,43,43.69,0,4,-,-,-,-,-,-,-,-,17.65
Mon Mar 03 11:33:13 EST 2014,03-Mar-2014 11:33:13.919,-79.94518092,40.44409409,0.0,6.0,257.0,0.0,-9.48,-0.29,-0.07,-0.01,-0.04,-0.02,-0.96,-0.13,1.71,-,994.33,-808.03,-,87,37.65,-100.31,708.25,0.06,0.33,0.01,0.02,257,9.38,-,6,1.56,0,7.2,-,4.09,9,-,-,0.09,1531.17,-,-,12.59,7.95,35.55,-,45,44.59,1.17,0,-,-,-,-,-,-,-,-,17.65
Mon Mar 03 11:33:15 EST 2014,03-Mar-2014 11:33:16.011,-79.94517744,40.44411038,0.0,6.0,258.0,0.0,-9.49,-0.3,0.44,-0.01,-0.03,-0.04,-0.96,-0.07,1.7,-,994.31,-808.04,-,87,38.04,-100.31,702.5,0.06,0.36,0.01,0.02,258,10.16,-,6,-0.78,0,0,-,4.42,9,-,-,0.09,1531.17,-,-,12.59,7.95,35.55,-,47,44.59,3.23,0,-,-,-,-,-,-,-,-,20
Mon Mar 03 11:33:17 EST 2014,03-Mar-2014 11:33:18.044,-79.94517255,40.4441106,0.5,6.0,258.0,162.7,-9.06,-0.62,-0.4,-0.05,0.06,-0.07,-1.06,-0.18,1.68,-,994.38,-808.05,-,87,36.86,-100.32,790.5,0.06,0.36,0.01,0.02,258,10.16,-,6,-1.56,162.7,0,-,4.48,9,-,-,0.09,1531.17,-,-,12.59,7.95,35.55,-,49,44.59,5.29,0,-,-,-,-,-,-,-,-,17.65
Mon Mar 03 11:33:19 EST 2014,03-Mar-2014 11:33:20.012,-79.94518558,40.44413009,0.75,6.0,259.0,333.3,-9.12,0.01,-0.2,-0.05,0.03,-0.02,-1.03,-0.18,1.66,-,994.38,-808.06,-,87,38.04,-100.32,678.25,0.06,0.35,0.01,0.02,259,10.16,-,6,-0.78,333.3,2.7,-,4.37,9,-,-,0.09,1531.17,-,-,12.59,7.95,35.55,-,51,44.59,7.31,0,-,-,-,-,-,-,-,-,17.65
Mon Mar 03 11:33:21 EST 2014,03-Mar-2014 11:33:21.962,-79.94520577,40.44414941,1.0,5.0,262.0,321.5,-9.33,-0.27,-1.02,-0.02,-0.04,0.03,-0.95,-0.19,1.65,-,994.34,-808.07,-,88,38.82,-100.32,687.75,0.06,0.35,0.01,0.02,262,9.38,-,5,-3.91,321.5,3.6,-,4.37,9,-,-,0.09,1531.17,-,-,12.59,7.95,35.55,-,53,44.59,9.26,0,-,-,-,-,-,-,-,-,17.65
Mon Mar 03 11:33:23 EST 2014,03-Mar-2014 11:33:24.003,-79.94523244,40.44415666,0.75,4.0,262.0,300.3,-9.08,-0.63,-1.17,-0.05,-0.04,-0.06,-0.95,-0.19,1.63,-,994.34,-808.08,-,88,43.53,-100.32,695,0.07,0.39,0.01,0.02,262,7.81,-,4,-1.56,300.3,2.7,-,4.81,9,-,-,0.09,1531.17,-,-,12.59,7.95,35.55,-,55,44.59,11.28,0,-,-,-,-,-,-,-,-,17.65
Mon Mar 03 11:33:25 EST 2014,03-Mar-2014 11:33:26.014,-79.94525528,40.44416046,0.75,3.0,262.0,303.1,-9.66,-0.28,-0.51,0.01,0.01,-0.06,-1,-0.16,1.62,-,994.39,-808.09,-,88,43.53,-100.32,650.75,0.07,0.4,0.01,0.02,262,7.81,-,3,2.34,303.1,2.7,-,4.92,9,-,-,0.09,1531.17,-,-,12.59,7.95,35.55,-,57,44.59,13.29,0,-,-,-,-,-,-,-,-,17.65
Mon Mar 03 11:33:27 EST 2014,03-Mar-2014 11:33:27.961,-79.9452658,40.44416327,0.5,3.0,261.0,303.1,-9.57,-0.78,-0.63,0,-0.02,-0.09,-0.96,-0.25,1.6,-,994.36,-808.1,-,88,39.22,-100.32,679,0.07,0.42,0.01,0.02,261,9.38,-,3,0,303.1,1.8,-,5.2,9,-,-,0.09,1531.17,-,-,12.59,7.95,35.55,-,59,44.59,15.25,0,-,-,-,-,-,-,-,-,17.65
Mon Mar 03 11:33:29 EST 2014,03-Mar-2014 11:33:30.025,-79.94527385,40.44415873,0.0,3.0,260.0,0.0,-9.62,-0.59,-0.49,0,0.01,-0.06,-1,-0.17,1.58,-,994.38,-808.12,-,88,38.43,-100.32,788.5,0.07,0.4,0.01,0.02,260,8.59,-,3,1.56,0,0,-,4.92,9,-,-,0.09,1531.17,-,-,12.59,7.95,35.55,-,61,44.59,17.18,0,-,-,-,-,-,-,-,-,17.65
Mon Mar 03 11:33:31 EST 2014,03-Mar-2014 11:33:32.003,-79.94527679,40.44415515,0.0,3.0,258.0,0.0,-9.7,-0.51,-0.69,0.01,-0.03,-0.06,-0.96,-0.16,1.57,-,994.38,-808.13,-,88,41.57,-100.33,637,0.07,0.39,0.01,0.02,258,8.59,-,3,-1.56,0,0,-,4.81,9,-,-,0.09,1531.17,-,-,12.59,7.95,35.55,-,63,44.59,19.25,0,-,-,-,-,-,-,-,-,17.65
Mon Mar 03 11:33:33 EST 2014,03-Mar-2014 11:33:33.949,-79.94527727,40.44415278,0.0,3.0,256.0,0.0,-9.91,-0.67,-0.6,0.03,-0.09,-0.04,-0.91,-0.14,1.56,-,994.45,-808.14,-,88,45.49,-100.33,632,0.07,0.37,0.01,0.02,256,7.81,-,3,-1.56,0,0,-,4.59,9,-,-,0.09,1531.17,-,-,12.59,7.95,35.55,-,65,44.59,21.27,0,-,-,-,-,-,-,-,-,17.65
Mon Mar 03 11:33:35 EST 2014,03-Mar-2014 11:33:35.898,-79.9452779,40.44415141,0.0,3.0,255.0,0.0,-9.36,-0.46,-0.34,-0.03,-0.05,-0.04,-0.95,-0.15,1.54,-,994.34,-808.15,-,89,43.92,-100.33,673.75,0.07,0.41,0.01,0.02,255,7.81,-,3,2.34,0,0,-,5.09,9,-,-,0.09,1531.17,-,-,12.59,7.95,35.55,-,67,44.59,23.19,0,-,-,-,-,-,-,-,-,17.65
Mon Mar 03 11:33:37 EST 2014,03-Mar-2014 11:33:37.947,-79.9452776,40.44415271,0.0,3.0,255.0,0.0,-9.48,-0.42,-0.42,-0.01,-0.02,-0.05,-0.98,-0.16,1.53,-,994.39,-808.16,-,89,44.71,-100.33,681.75,0.07,0.41,0.01,0.02,255,7.81,-,3,-2.34,0,0,-,5.14,9,-,-,0.09,1531.17,-,-,12.59,7.95,35.55,-,69,44.59,25.2,0,-,-,-,-,-,-,-,-,17.65
Mon Mar 03 11:33:39 EST 2014,03-Mar-2014 11:33:39.996,-79.94527666,40.44415418,0.0,3.0,255.0,0.0,-9.1,-0.36,-0.45,-0.05,-0.04,-0.06,-0.95,-0.15,1.51,-,994.44,-808.18,-,89,44.71,-100.33,690,0.07,0.42,0.01,0.02,255,9.38,-,3,-0.78,0,0,-,5.26,9,-,-,0.09,1531.17,-,-,12.59,7.95,35.55,-,71,44.59,27.2,0,-,-,-,-,-,-,-,-,17.65
